"peak","gene.name"
"54838","chr5_36655090_36655654","SLC1A3"
"54839","chr5_36657318_36658409","SLC1A3"
"54840","chr5_36662604_36662697","SLC1A3"
"54841","chr5_36677828_36677939","SLC1A3"
"54842","chr5_36680096_36680477","SLC1A3"
"54843","chr5_36681741_36682116","SLC1A3"
"54844","chr5_36683900_36684559","SLC1A3"
"54845","chr5_36685256_36686413","SLC1A3"
"54846","chr5_36689042_36690938","CTD-2353F22.1"
"54847","chr5_36692161_36693621","CTD-2353F22.1"
"54848","chr5_36696103_36696406","CTD-2353F22.1"
"54849","chr5_36701182_36701710","CTD-2353F22.1"
"54850","chr5_36722854_36725714","CTD-2353F22.1"
"54851","chr5_36874624_36879190","NIPBL"
"54852","chr5_36882175_36882767","NIPBL"
"54853","chr5_36885560_36886270","NIPBL"
"54854","chr5_36944607_36945008","NIPBL"
"54855","chr5_36951868_36951982","NIPBL"
"54856","chr5_37111425_37112703","C5orf42"
"54857","chr5_37182307_37182418","C5orf42"
"54858","chr5_37184752_37185089","C5orf42"
"54859","chr5_37197275_37198538","C5orf42"
"54860","chr5_37206888_37206949","C5orf42"
"54861","chr5_37208798_37209654","C5orf42"
"54862","chr5_37214441_37215030","C5orf42"
"54863","chr5_37248435_37250143","C5orf42"
"54864","chr5_37370124_37372191","NUP155"
"54865","chr5_37378619_37379862","WDR70"
"54866","chr5_37391362_37392239","WDR70"
"54867","chr5_37412957_37413406","WDR70"
"54868","chr5_37463433_37463806","WDR70"
"54869","chr5_37672119_37672621","WDR70"
"54870","chr5_37721496_37721968","WDR70"
"54871","chr5_37722794_37723317","WDR70"
"54872","chr5_37738116_37738502","WDR70"
"54873","chr5_38441657_38442182","EGFLAM"
"54874","chr5_38453201_38454241","EGFLAM"
"54875","chr5_38556296_38557060","LIFR"
"54876","chr5_38994258_38994737","RICTOR"
"54877","chr5_39005620_39006004","RICTOR"
"54878","chr5_39020485_39020621","RICTOR"
"54879","chr5_39024052_39024364","RICTOR"
"54880","chr5_39057715_39059265","RICTOR"
"54881","chr5_39072796_39075608","RICTOR"
"54882","chr5_39103708_39104350","AC008964.1"
"54883","chr5_39106318_39106694","AC008964.1"
"54884","chr5_39137953_39138019","FYB"
"54885","chr5_39147279_39147313","FYB"
"54886","chr5_39148526_39150008","FYB"
"54887","chr5_39151568_39152373","FYB"
"54888","chr5_39153050_39154176","FYB"
"54889","chr5_39155128_39155348","FYB"
"54890","chr5_39156057_39156572","FYB"
"54891","chr5_39157733_39158556","FYB"
"54892","chr5_39159211_39159498","FYB"
"54893","chr5_39160685_39161282","FYB"
"54894","chr5_39163210_39165451","FYB"
"54895","chr5_39166919_39167677","FYB"
"54896","chr5_39170025_39170289","FYB"
"54897","chr5_39174713_39180719","FYB"
"54898","chr5_39181361_39183620","FYB"
"54899","chr5_39185572_39191806","FYB"
"54900","chr5_39192462_39195741","FYB"
"54901","chr5_39196555_39196961","FYB"
"54902","chr5_39197475_39198453","FYB"
"54903","chr5_39199813_39205954","FYB"
"54904","chr5_39206575_39207034","FYB"
"54905","chr5_39207695_39214514","FYB"
"54906","chr5_39215198_39220176","FYB"
"54907","chr5_39223753_39224955","FYB"
"54908","chr5_39225854_39226448","FYB"
"54909","chr5_39228590_39229209","FYB"
"54910","chr5_39231618_39232323","FYB"
"54911","chr5_39238655_39238988","FYB"
"54912","chr5_39256221_39257039","FYB"
"54913","chr5_39262888_39263618","FYB"
"54914","chr5_39264338_39265115","FYB"
"54915","chr5_39266440_39266796","FYB"
"54916","chr5_39267458_39267469","FYB"
"54917","chr5_39269326_39270957","FYB"
"54918","chr5_39271909_39275640","FYB"
"54919","chr5_39301340_39301834","C9"
"54920","chr5_39302435_39303135","C9"
"54921","chr5_39376256_39376607","C9"
"54922","chr5_39398878_39400462","C9"
"54923","chr5_39411010_39411477","C9"
"54924","chr5_39412770_39413103","C9"
"54925","chr5_39420643_39421104","C9"
"54926","chr5_39424308_39425561","C9"
"54927","chr5_39460872_39461643","DAB2"
"54928","chr5_40652195_40655634","SNORA63"
"54929","chr5_40677946_40690358","PTGER4"
"54930","chr5_40691880_40692749","PTGER4"
"54931","chr5_40736259_40736725","TTC33"
"54932","chr5_40754089_40756805","TTC33"
"54933","chr5_40795934_40799142","PRKAA1"
"54934","chr5_40828718_40832134","RPL37"
"54935","chr5_40833356_40836455","RPL37"
"54936","chr5_40840929_40841863","CARD6"
"54937","chr5_40849180_40849576","CARD6"
"54938","chr5_41843502_41843842","OXCT1"
"54939","chr5_41856421_41857463","OXCT1"
"54940","chr5_41868841_41871333","OXCT1"
"54941","chr5_41903000_41905163","C5orf51"
"54942","chr5_41924339_41926666","FBXO4"
"54943","chr5_42423514_42423580","GHR"
"54944","chr5_42583317_42583572","GHR"
"54945","chr5_42591126_42591222","GHR"
"54946","chr5_42593458_42594051","GHR"
"54947","chr5_42621214_42621972","GHR"
"54948","chr5_42718630_42719123","GHR"
"54949","chr5_42720331_42721256","GHR"
"54950","chr5_42756530_42757655","CCDC152"
"54951","chr5_42889317_42889718","SEPP1"
"54952","chr5_42908081_42909648","CTD-2201E18.4"
"54953","chr5_42971190_42971203","CTD-2201E18.1"
"54954","chr5_43006912_43011400","CTD-2201E18.5"
"54955","chr5_43015290_43021643","CTD-2201E18.3"
"54956","chr5_43028788_43029157","CTD-2201E18.3"
"54957","chr5_43030898_43031483","CTD-2201E18.3"
"54958","chr5_43034641_43035006","CTD-2201E18.3"
"54959","chr5_43036356_43045777","CTD-2201E18.3"
"54960","chr5_43046529_43046925","CTD-2201E18.3"
"54961","chr5_43063602_43069165","CTD-2201E18.3"
"54962","chr5_43071423_43071676","ZNF131"
"54963","chr5_43073625_43074467","ZNF131"
"54964","chr5_43104171_43106360","ZNF131"
"54965","chr5_43109316_43111439","ZNF131"
"54966","chr5_43120265_43122814","ZNF131"
"54967","chr5_43123774_43124458","ZNF131"
"54968","chr5_43127633_43127755","ZNF131"
"54969","chr5_43140196_43140834","ZNF131"
"54970","chr5_43161202_43161675","ZNF131"
"54971","chr5_43191557_43194307","ZNF131"
"54972","chr5_43215282_43215396","NIM1K"
"54973","chr5_43304489_43305002","HMGCS1"
"54974","chr5_43305893_43306568","HMGCS1"
"54975","chr5_43312175_43314526","HMGCS1"
"54976","chr5_43338845_43339331","RP11-159F24.2"
"54977","chr5_43389586_43390240","CCL28"
"54978","chr5_43396237_43397592","CCL28"
"54979","chr5_43483037_43485870","C5orf28"
"54980","chr5_43498635_43498930","RP11-159F24.3"
"54981","chr5_43514223_43515990","C5orf34"
"54982","chr5_43555781_43558090","PAIP1"
"54983","chr5_43592405_43592678","NNT-AS1"
"54984","chr5_43601825_43604964","NNT-AS1"
"54985","chr5_43627069_43627347","NNT"
"54986","chr5_43631243_43631717","NNT"
"54987","chr5_44808325_44810147","RP11-53O19.1"
"54988","chr5_50664972_50669792","CTD-2314G24.2"
"54989","chr5_50672134_50673065","CTD-2314G24.2"
"54990","chr5_50674262_50674554","CTD-2314G24.2"
"54991","chr5_50680201_50680789","CTD-2314G24.2"
"54992","chr5_50707785_50709853","HMGB1P47"
"54993","chr5_50724341_50724599","CTD-2335O3.2"
"54994","chr5_50742878_50745809","CTD-2335O3.3"
"54995","chr5_50749761_50751492","CTD-2335O3.3"
"54996","chr5_52774161_52774468","FST"
"54997","chr5_52776012_52776623","FST"
"54998","chr5_52915140_52915825","NDUFS4"
"54999","chr5_52948402_52949011","NDUFS4"
"55000","chr5_53080363_53080626","CTD-2081C10.1"
"55001","chr5_53089426_53089868","CTD-2081C10.1"
"55002","chr5_53095908_53096341","CTD-2081C10.1"
"55003","chr5_53108922_53110613","CTD-2081C10.1"
"55004","chr5_53470129_53470209","ARL15"
"55005","chr5_53478276_53483477","ARL15"
"55006","chr5_53560205_53561277","ARL15"
"55007","chr5_54159102_54159576","AC112198.1"
"55008","chr5_54295606_54296087","ESM1"
"55009","chr5_54301249_54302675","ESM1"
"55010","chr5_54303878_54304512","ESM1"
"55011","chr5_54309195_54312416","ESM1"
"55012","chr5_54313251_54313694","ESM1"
"55013","chr5_54419667_54419825","CDC20B"
"55014","chr5_54440325_54440988","CDC20B"
"55015","chr5_54516921_54520986","MCIDAS"
"55016","chr5_54522114_54522410","MCIDAS"
"55017","chr5_54523931_54524497","MCIDAS"
"55018","chr5_54574053_54574475","RP11-506H20.1"
"55019","chr5_54577532_54578010","RP11-506H20.1"
"55020","chr5_54581536_54581917","RP11-506H20.1"
"55021","chr5_54590585_54591266","RP11-506H20.1"
"55022","chr5_54601495_54602254","DHX29"
"55023","chr5_54608396_54609054","SKIV2L2"
"55024","chr5_54609910_54612007","SKIV2L2"
"55025","chr5_54615812_54616531","SKIV2L2"
"55026","chr5_54620126_54620832","SKIV2L2"
"55027","chr5_54637680_54638540","SKIV2L2"
"55028","chr5_54644527_54644813","SKIV2L2"
"55029","chr5_54645426_54647647","SKIV2L2"
"55030","chr5_54653894_54654677","SKIV2L2"
"55031","chr5_54663829_54664348","SKIV2L2"
"55032","chr5_54669336_54669545","SKIV2L2"
"55033","chr5_54670082_54672106","SKIV2L2"
"55034","chr5_54672688_54674543","SKIV2L2"
"55035","chr5_54676487_54676847","SKIV2L2"
"55036","chr5_54689867_54690204","SKIV2L2"
"55037","chr5_54691564_54692319","SKIV2L2"
"55038","chr5_54702455_54702787","SKIV2L2"
"55039","chr5_54706251_54706657","SKIV2L2"
"55040","chr5_54717458_54718121","SKIV2L2"
"55041","chr5_54728111_54728643","PPAP2A"
"55042","chr5_54737998_54738644","PPAP2A"
"55043","chr5_54743912_54745882","PPAP2A"
"55044","chr5_54752886_54753598","PPAP2A"
"55045","chr5_54754791_54755275","PPAP2A"
"55046","chr5_54756211_54757014","PPAP2A"
"55047","chr5_54760528_54760901","PPAP2A"
"55048","chr5_54764315_54764776","PPAP2A"
"55049","chr5_54772351_54773309","PPAP2A"
"55050","chr5_54774597_54775290","PPAP2A"
"55051","chr5_54785750_54786910","PPAP2A"
"55052","chr5_54799596_54800096","PPAP2A"
"55053","chr5_54832760_54833644","PPAP2A"
"55054","chr5_54944228_54944674","SLC38A9"
"55055","chr5_54985166_54985509","SLC38A9"
"55056","chr5_54988808_54989259","SLC38A9"
"55057","chr5_55002140_55002631","SLC38A9"
"55058","chr5_55022267_55022897","SLC38A9"
"55059","chr5_55023942_55024406","SLC38A9"
"55060","chr5_55027431_55028083","SLC38A9"
"55061","chr5_55036928_55038135","SLC38A9"
"55062","chr5_55061581_55063425","SLC38A9"
"55063","chr5_55072458_55073377","DDX4"
"55064","chr5_55095890_55097564","DDX4"
"55065","chr5_55101437_55103093","DDX4"
"55066","chr5_55103948_55104457","DDX4"
"55067","chr5_55104998_55105392","DDX4"
"55068","chr5_55146428_55147009","IL31RA"
"55069","chr5_55159652_55160098","IL31RA"
"55070","chr5_55171799_55174241","IL31RA"
"55071","chr5_55176096_55177405","IL31RA"
"55072","chr5_55226326_55228089","AC008914.1"
"55073","chr5_55231224_55234450","CTD-2031P19.5"
"55074","chr5_55410887_55411245","ANKRD55"
"55075","chr5_55421004_55421316","ANKRD55"
"55076","chr5_55821669_55822282","AC022431.2"
"55077","chr5_55850868_55851503","AC022431.2"
"55078","chr5_55852762_55853695","AC022431.2"
"55079","chr5_55855370_55857546","AC022431.2"
"55080","chr5_55860034_55861153","AC022431.2"
"55081","chr5_55864656_55865571","AC022431.2"
"55082","chr5_55868808_55869264","AC022431.2"
"55083","chr5_55897237_55897665","AC022431.2"
"55084","chr5_55902919_55904551","AC022431.2"
"55085","chr5_56067000_56067108","AC008940.1"
"55086","chr5_56112577_56113007","MAP3K1"
"55087","chr5_56116804_56117240","MAP3K1"
"55088","chr5_56124786_56125254","MAP3K1"
"55089","chr5_56126248_56128770","MAP3K1"
"55090","chr5_56142400_56143279","MAP3K1"
"55091","chr5_56145080_56145787","MAP3K1"
"55092","chr5_56147573_56149193","MAP3K1"
"55093","chr5_56152253_56153053","MAP3K1"
"55094","chr5_56153989_56158034","MAP3K1"
"55095","chr5_56158541_56162623","MAP3K1"
"55096","chr5_56164385_56164627","MAP3K1"
"55097","chr5_56165697_56168831","MAP3K1"
"55098","chr5_56172313_56172761","MAP3K1"
"55099","chr5_56174753_56175866","MAP3K1"
"55100","chr5_56183468_56183861","MAP3K1"
"55101","chr5_56190407_56191045","MAP3K1"
"55102","chr5_56191583_56192195","MAP3K1"
"55103","chr5_56200843_56201591","AC008937.3"
"55104","chr5_56259246_56259520","MIER3"
"55105","chr5_56264420_56264760","MIER3"
"55106","chr5_56269514_56271425","AC114973.1"
"55107","chr5_56412116_56416242","RP11-101B14.1"
"55108","chr5_56464734_56466859","Y_RNA"
"55109","chr5_56475828_56476239","GPBP1"
"55110","chr5_56477267_56478227","GPBP1"
"55111","chr5_56478966_56483058","GPBP1"
"55112","chr5_56490906_56491526","GPBP1"
"55113","chr5_56494282_56494683","GPBP1"
"55114","chr5_56496622_56496960","GPBP1"
"55115","chr5_56502103_56502574","GPBP1"
"55116","chr5_56512522_56513076","GPBP1"
"55117","chr5_56516608_56517694","GPBP1"
"55118","chr5_56522948_56523337","GPBP1"
"55119","chr5_56529534_56530659","GPBP1"
"55120","chr5_56534106_56534565","GPBP1"
"55121","chr5_56542416_56542924","GPBP1"
"55122","chr5_56544895_56545502","GPBP1"
"55123","chr5_56549656_56550605","GPBP1"
"55124","chr5_56615893_56616180","CTD-2516K3.3"
"55125","chr5_56691481_56693345","CTD-2023N9.1"
"55126","chr5_56696841_56697500","CTD-2023N9.1"
"55127","chr5_56698646_56699867","CTD-2023N9.1"
"55128","chr5_56700652_56701139","CTD-2023N9.1"
"55129","chr5_56711189_56711583","CTD-2023N9.1"
"55130","chr5_56717229_56717677","CTD-2023N9.1"
"55131","chr5_56725607_56726345","CTD-2023N9.1"
"55132","chr5_56729307_56730051","CTD-2023N9.1"
"55133","chr5_56731204_56731433","CTD-2023N9.1"
"55134","chr5_56734289_56734632","CTD-2023N9.1"
"55135","chr5_56735807_56738431","CTD-2023N9.1"
"55136","chr5_56745951_56746207","CTD-2023N9.1"
"55137","chr5_56761158_56761961","CTD-2023N9.1"
"55138","chr5_56763215_56764543","CTD-2023N9.1"
"55139","chr5_56769915_56770628","CTD-2023N9.1"
"55140","chr5_56803629_56804138","CTD-2023N9.1"
"55141","chr5_56812107_56812498","CTD-2023N9.1"
"55142","chr5_56813098_56817725","CTD-2023N9.1"
"55143","chr5_56818503_56820403","CTD-2023N9.1"
"55144","chr5_56822808_56823710","CTD-2023N9.1"
"55145","chr5_56824256_56824868","CTD-2023N9.1"
"55146","chr5_56825403_56825864","CTD-2023N9.1"
"55147","chr5_56826678_56828253","CTD-2023N9.1"
"55148","chr5_56829005_56830941","CTD-2023N9.1"
"55149","chr5_56869186_56869332","CTD-2023N9.2"
"55150","chr5_56871863_56872171","CTD-2023N9.2"
"55151","chr5_56893588_56893868","CTD-2023N9.2"
"55152","chr5_56896986_56897313","CTD-2023N9.2"
"55153","chr5_56900386_56901435","CTD-2023N9.2"
"55154","chr5_56908002_56911056","CTD-2023N9.2"
"55155","chr5_57185327_57186685","RP11-478P10.1"
"55156","chr5_57187770_57188810","RP11-478P10.1"
"55157","chr5_57193627_57194246","RP11-478P10.1"
"55158","chr5_58294903_58295349","PDE4D"
"55159","chr5_58410516_58410782","PDE4D"
"55160","chr5_58458713_58461371","PDE4D"
"55161","chr5_58462209_58463067","PDE4D"
"55162","chr5_58466852_58467362","PDE4D"
"55163","chr5_58469730_58470371","PDE4D"
"55164","chr5_58484476_58484913","PDE4D"
"55165","chr5_58486187_58486795","PDE4D"
"55166","chr5_58490295_58491873","PDE4D"
"55167","chr5_58493131_58493315","PDE4D"
"55168","chr5_58499971_58500255","PDE4D"
"55169","chr5_58505458_58506706","PDE4D"
"55170","chr5_58543713_58544897","PDE4D"
"55171","chr5_58545892_58546398","PDE4D"
"55172","chr5_58582301_58583490","PDE4D"
"55173","chr5_58759721_58760634","PDE4D"
"55174","chr5_58775692_58776171","PDE4D"
"55175","chr5_58850336_58850597","PDE4D"
"55176","chr5_58860749_58860979","PDE4D"
"55177","chr5_58886605_58887099","PDE4D"
"55178","chr5_58891672_58892089","PDE4D"
"55179","chr5_58912206_58912272","PDE4D"
"55180","chr5_58922619_58922719","PDE4D"
"55181","chr5_58934132_58934796","PDE4D"
"55182","chr5_59034356_59035036","PDE4D"
"55183","chr5_59036193_59036867","PDE4D"
"55184","chr5_59037579_59041728","PDE4D"
"55185","chr5_59042654_59042895","PDE4D"
"55186","chr5_59098942_59100090","PDE4D"
"55187","chr5_59123447_59128632","PDE4D"
"55188","chr5_59130423_59130860","PDE4D"
"55189","chr5_59132087_59132660","PDE4D"
"55190","chr5_59146799_59147047","PDE4D"
"55191","chr5_59152667_59153215","PDE4D"
"55192","chr5_59161572_59162177","PDE4D"
"55193","chr5_59174221_59174649","PDE4D"
"55194","chr5_59188410_59188887","PDE4D"
"55195","chr5_59275469_59276089","PDE4D"
"55196","chr5_59337248_59337585","PDE4D"
"55197","chr5_59356832_59357368","PDE4D"
"55198","chr5_59358542_59358861","PDE4D"
"55199","chr5_59360150_59360562","PDE4D"
"55200","chr5_59380365_59380834","PDE4D"
"55201","chr5_59562611_59563436","PDE4D"
"55202","chr5_59591213_59591536","PDE4D"
"55203","chr5_59596997_59597087","PDE4D"
"55204","chr5_59598567_59598861","PDE4D"
"55205","chr5_59673694_59673719","PDE4D"
"55206","chr5_59751438_59751674","PDE4D"
"55207","chr5_59760012_59760038","PDE4D"
"55208","chr5_59760753_59761349","PDE4D"
"55209","chr5_59764503_59764801","PDE4D"
"55210","chr5_59768324_59769012","PDE4D"
"55211","chr5_59790289_59790968","PDE4D"
"55212","chr5_59798978_59800514","PDE4D"
"55213","chr5_59809931_59810360","PDE4D"
"55214","chr5_59813680_59814341","PDE4D"
"55215","chr5_60196334_60196797","ERCC8"
"55216","chr5_60202809_60203306","ERCC8"
"55217","chr5_60206932_60207543","ERCC8"
"55218","chr5_60210912_60211300","ERCC8"
"55219","chr5_60230433_60230865","ERCC8"
"55220","chr5_60231980_60232894","ERCC8"
"55221","chr5_60248229_60249472","NDUFAF2"
"55222","chr5_60257813_60258301","NDUFAF2"
"55223","chr5_60259646_60260205","NDUFAF2"
"55224","chr5_60287131_60287572","NDUFAF2"
"55225","chr5_60514155_60514506","CTC-436P18.1"
"55226","chr5_60520446_60522851","CTC-436P18.1"
"55227","chr5_60538366_60540042","CTC-436P18.3"
"55228","chr5_60540820_60542481","CTC-436P18.3"
"55229","chr5_60651896_60652753","ZSWIM6"
"55230","chr5_60677686_60678109","ZSWIM6"
"55231","chr5_60688333_60688559","ZSWIM6"
"55232","chr5_60699219_60701783","ZSWIM6"
"55233","chr5_60943398_60946386","C5orf64"
"55234","chr5_60960603_60961016","C5orf64"
"55235","chr5_60961729_60962041","C5orf64"
"55236","chr5_61625625_61627265","KIF2A"
"55237","chr5_61658526_61658935","KIF2A"
"55238","chr5_61666185_61666625","KIF2A"
"55239","chr5_64766945_64769461","ADAMTS6"
"55240","chr5_64775212_64775768","ADAMTS6"
"55241","chr5_64784392_64784836","CTD-2116N20.1"
"55242","chr5_65021558_65022215","NLN"
"55243","chr5_65027316_65027425","NLN"
"55244","chr5_65034362_65038290","NLN"
"55245","chr5_65041494_65041941","NLN"
"55246","chr5_65061507_65061873","NLN"
"55247","chr5_65066309_65066699","NLN"
"55248","chr5_65076304_65076819","NLN"
"55249","chr5_65101062_65101461","NLN"
"55250","chr5_65102346_65104067","NLN"
"55251","chr5_65105346_65105605","NLN"
"55252","chr5_65803397_65804450","RP11-5P22.3"
"55253","chr5_65866806_65867834","RP11-5P22.1"
"55254","chr5_65924438_65928648","MAST4"
"55255","chr5_66010291_66010864","MAST4"
"55256","chr5_66136942_66137254","MAST4"
"55257","chr5_66142544_66145865","MAST4"
"55258","chr5_66147407_66147859","MAST4"
"55259","chr5_66151615_66151639","MAST4"
"55260","chr5_66169472_66170074","MAST4"
"55261","chr5_66170914_66172368","MAST4"
"55262","chr5_66255799_66256048","MAST4"
"55263","chr5_66279760_66280432","MAST4"
"55264","chr5_66281375_66281539","MAST4"
"55265","chr5_66306366_66306711","MAST4"
"55266","chr5_66307690_66308010","MAST4"
"55267","chr5_66351702_66352191","MAST4"
"55268","chr5_66718504_66719009","RP11-434D9.1"
"55269","chr5_66722806_66723085","RP11-434D9.1"
"55270","chr5_66810696_66811160","RP11-434D9.1"
"55271","chr5_66828259_66829497","RP11-434D9.1"
"55272","chr5_66840498_66841344","RP11-434D9.1"
"55273","chr5_66849452_66849454","RP11-434D9.1"
"55274","chr5_66850372_66851344","RP11-434D9.1"
"55275","chr5_66854415_66854870","RP11-434D9.1"
"55276","chr5_66864546_66864879","RP11-434D9.1"
"55277","chr5_66875202_66875737","RP11-434D9.1"
"55278","chr5_66987955_66988374","RP11-434D9.1"
"55279","chr5_66992511_66992958","RP11-434D9.1"
"55280","chr5_67002638_67002704","RP11-434D9.1"
"55281","chr5_67003561_67006456","RP11-434D9.1"
"55282","chr5_67015472_67015835","RP11-434D9.1"
"55283","chr5_67033116_67033810","RP11-434D9.1"
"55284","chr5_67047292_67047321","RP11-434D9.1"
"55285","chr5_67081337_67081652","RP11-434D9.1"
"55286","chr5_67146583_67147050","RP11-83M16.6"
"55287","chr5_67156744_67157602","RP11-83M16.6"
"55288","chr5_67160070_67162133","RP11-83M16.6"
"55289","chr5_67162867_67168216","RP11-83M16.6"
"55290","chr5_67170608_67171340","RP11-83M16.6"
"55291","chr5_67176847_67177405","RP11-83M16.6"
"55292","chr5_67177934_67178595","RP11-83M16.6"
"55293","chr5_67181453_67182872","RP11-83M16.6"
"55294","chr5_67185135_67185193","RP11-83M16.6"
